entity,code,year,predicted_forest_cover
New Zealand,NZL,2021,383719.09222332557
New Zealand,NZL,2022,390601.8402013
New Zealand,NZL,2023,397263.49229192775
New Zealand,NZL,2024,404380.1645968738
New Zealand,NZL,2025,410491.08818273764
New Zealand,NZL,2026,416659.10196615994
New Zealand,NZL,2027,422283.6446826239
New Zealand,NZL,2028,428252.38444336905
New Zealand,NZL,2029,434343.15636759234
New Zealand,NZL,2030,441051.77369009046
Nicaragua,NIC,2016,-2741975.233830111
Nicaragua,NIC,2017,-2856273.104017509
Nicaragua,NIC,2018,-2988981.134006556
Nicaragua,NIC,2019,-3110101.2983520394
Nicaragua,NIC,2020,-3215532.9635795234
Nicaragua,NIC,2021,-3318122.6075450024
Nicaragua,NIC,2022,-3412229.7033829875
Nicaragua,NIC,2023,-3508523.602197795
Nicaragua,NIC,2024,-3611078.137125485
Nicaragua,NIC,2025,-3722824.634083815
Nicaragua,NIC,2026,-3843680.0651547103
Nicaragua,NIC,2027,-3971206.0830364227
Nicaragua,NIC,2028,-4101434.379679363
Nicaragua,NIC,2029,-4231408.067244817
Nicaragua,NIC,2030,-4359653.867518625
Niger,NER,2016,-698930.4288289688
Niger,NER,2017,-723713.9268035737
Niger,NER,2018,-748871.7632033605
Niger,NER,2019,-771284.1363949387
Niger,NER,2020,-787354.9704075059
Niger,NER,2021,-806144.2065706922
Niger,NER,2022,-823971.7393721938
Niger,NER,2023,-845223.0055038925
Niger,NER,2024,-866246.7189276372
Niger,NER,2025,-888480.8865145328
Niger,NER,2026,-910185.6238526565
Niger,NER,2027,-931352.1791453776
Niger,NER,2028,-952019.8897378441
Niger,NER,2029,-972664.6523695025
Niger,NER,2030,-993854.8725424059
Nigeria,NGA,2016,-4586682.293277104
Nigeria,NGA,2017,-4775201.328104066
Nigeria,NGA,2018,-4977065.839370544
Nigeria,NGA,2019,-5184958.967314951
Nigeria,NGA,2020,-5399842.608851677
Nigeria,NGA,2021,-5597673.463645915
Nigeria,NGA,2022,-5784435.535486528
Nigeria,NGA,2023,-5965831.641377265
Nigeria,NGA,2024,-6140315.997930504
Nigeria,NGA,2025,-6315112.156570821
Nigeria,NGA,2026,-6498327.328273053
Nigeria,NGA,2027,-6693115.068485683
Nigeria,NGA,2028,-6903467.179231113
Nigeria,NGA,2029,-7124755.373279246
Nigeria,NGA,2030,-7348559.378811264
North Korea,PRK,2016,-769286.832100365
North Korea,PRK,2017,-799036.4871253794
North Korea,PRK,2018,-828781.1352940581
North Korea,PRK,2019,-857869.1423904141
North Korea,PRK,2020,-883507.6487078378
North Korea,PRK,2021,-909247.2400343183
North Korea,PRK,2022,-934250.6186945216
North Korea,PRK,2023,-960740.2373664365
North Korea,PRK,2024,-987673.5613154909
North Korea,PRK,2025,-1016441.0948358935
North Korea,PRK,2026,-1046734.7480999092
North Korea,PRK,2027,-1077933.1041247658
North Korea,PRK,2028,-1109403.7598597314
North Korea,PRK,2029,-1140994.7235667703
North Korea,PRK,2030,-1172024.5152049707
Norway,NOR,2016,49709.642660943035
Norway,NOR,2017,45548.686289543504
Norway,NOR,2018,37198.96540248806
Norway,NOR,2019,35864.634083263714
Norway,NOR,2020,35592.156933704915
Norway,NOR,2021,41380.563489661814
Norway,NOR,2022,47450.22918651717
Norway,NOR,2023,55576.940266071244
Norway,NOR,2024,59519.22301968879
Norway,NOR,2025,61704.60873556738
Norway,NOR,2026,59056.70397361179
Norway,NOR,2027,56459.41987462778
Norway,NOR,2028,53492.8820322092
Norway,NOR,2029,55201.572892968805
Norway,NOR,2030,58669.53283188875
Panama,PAN,2016,-356516.59125827474
Panama,PAN,2017,-370858.5580251783
Panama,PAN,2018,-386855.43868539564
Panama,PAN,2019,-402476.0111967821
Panama,PAN,2020,-418184.0729670732
Panama,PAN,2021,-433104.3360415938
Panama,PAN,2022,-446722.1559818571
Panama,PAN,2023,-459862.38081609615
Panama,PAN,2024,-472471.504858643
Panama,PAN,2025,-484938.9565793341
Panama,PAN,2026,-498393.5125738048
Panama,PAN,2027,-512720.43142133387
Panama,PAN,2028,-528469.726153461
Panama,PAN,2029,-545022.9595104663
Panama,PAN,2030,-562197.8545855115
Papua New Guinea,PNG,2016,-489783.90268129285
Papua New Guinea,PNG,2017,-486454.87398396386
Papua New Guinea,PNG,2018,-497384.3884797333
Papua New Guinea,PNG,2019,-510964.5452031807
Papua New Guinea,PNG,2020,-527842.743503323
Papua New Guinea,PNG,2021,-548459.3235119298
Papua New Guinea,PNG,2022,-572275.7559371602
Papua New Guinea,PNG,2023,-596449.8863174897
Papua New Guinea,PNG,2024,-621705.2931565046
Papua New Guinea,PNG,2025,-647223.5796725517
Papua New Guinea,PNG,2026,-673010.8827770317
Papua New Guinea,PNG,2027,-698601.2256629416
Papua New Guinea,PNG,2028,-723867.381398033
Papua New Guinea,PNG,2029,-748964.8968674955
Papua New Guinea,PNG,2030,-773895.0442357371
Paraguay,PRY,2016,-9367858.189749263
Paraguay,PRY,2017,-9739330.355434733
Paraguay,PRY,2018,-10161965.8514952
Paraguay,PRY,2019,-10622624.432451913
Paraguay,PRY,2020,-11066107.91373646
Paraguay,PRY,2021,-11503168.333450627
Paraguay,PRY,2022,-11925056.476470474
Paraguay,PRY,2023,-12324260.823842809
Paraguay,PRY,2024,-12716544.240079083
Paraguay,PRY,2025,-13104931.392228056
Paraguay,PRY,2026,-13500110.87211293
Paraguay,PRY,2027,-13914366.5526088
Paraguay,PRY,2028,-14348252.823947838
Paraguay,PRY,2029,-14806145.862546567
Paraguay,PRY,2030,-15283603.789211418
Peru,PER,2016,-3850685.1043353975
Peru,PER,2017,-3995097.8706349097
Peru,PER,2018,-4127795.275328502
Peru,PER,2019,-4260495.717173556
Peru,PER,2020,-4439791.67514888
Peru,PER,2021,-4618871.716993716
Peru,PER,2022,-4809551.345150837
Peru,PER,2023,-4992529.602738357
Peru,PER,2024,-5171706.665327397
Peru,PER,2025,-5345523.7051080875
Peru,PER,2026,-5511531.43622415
Peru,PER,2027,-5678539.17342631
Peru,PER,2028,-5842807.116123345
Peru,PER,2029,-6017634.406528979
Peru,PER,2030,-6199805.536815904
Poland,POL,2016,597072.285213702
Poland,POL,2017,634221.1977231435
Poland,POL,2018,674339.1078644402
Poland,POL,2019,698114.4707635244
Poland,POL,2020,724563.5009159956
Poland,POL,2021,734460.9053984708
Poland,POL,2022,752998.6616205394
Poland,POL,2023,766075.4378395263
Poland,POL,2024,797186.6654197101
Poland,POL,2025,828852.899102929
Poland,POL,2026,871238.7366219942
Poland,POL,2027,904518.7300455386
Poland,POL,2028,936555.3300947497
Poland,POL,2029,949194.4117094411
Poland,POL,2030,959688.8461448399
Portugal,PRT,2016,334852.91651912377
Portugal,PRT,2017,349237.6897459741
Portugal,PRT,2018,364324.3230433216
Portugal,PRT,2019,384012.6638597015
Portugal,PRT,2020,398317.40031611396
Portugal,PRT,2021,414664.516116681
Portugal,PRT,2022,422117.3804558533
Portugal,PRT,2023,433484.95085316227
Portugal,PRT,2024,437696.48155047244
Portugal,PRT,2025,452154.01814834244
Portugal,PRT,2026,464118.16333463544
Portugal,PRT,2027,489243.75068823417
Portugal,PRT,2028,506798.3261847899
Portugal,PRT,2029,530124.5203263127
Portugal,PRT,2030,538859.6696636202
Qatar,QAT,2016,0.002199618723794763
Qatar,QAT,2017,0.004517690145371189
Qatar,QAT,2018,0.007408580163874986
Qatar,QAT,2019,0.009749515487631795
Qatar,QAT,2020,0.011878969675849256
Qatar,QAT,2021,0.013435719273591553
Qatar,QAT,2022,0.01357268896426877
Qatar,QAT,2023,0.01297300505380471
Qatar,QAT,2024,0.011824474692849234
Qatar,QAT,2025,0.010329851948240137
Qatar,QAT,2026,0.008351604833981023
Qatar,QAT,2027,0.006067132331853108
Qatar,QAT,2028,0.003717974272594956
Qatar,QAT,2029,0.0013426671205255861
Qatar,QAT,2030,-0.001061304736691462
Romania,ROU,2016,786758.6991224762
Romania,ROU,2017,798288.3993888961
Romania,ROU,2018,814944.6448605142
Romania,ROU,2019,867419.280096728
Romania,ROU,2020,921359.6525117015
Romania,ROU,2021,983287.324889408
Romania,ROU,2022,1023842.5806925378
Romania,ROU,2023,1057490.2309586024
Romania,ROU,2024,1068887.5404164568
Romania,ROU,2025,1085210.505721509
Romania,ROU,2026,1097783.9084475047
Romania,ROU,2027,1135616.6292769948
Romania,ROU,2028,1184731.4307224154
Romania,ROU,2029,1259571.9392742119
Romania,ROU,2030,1326464.0882166543
Russia,RUS,2016,11037739.81322314
Russia,RUS,2017,11865386.95318401
Russia,RUS,2018,12576500.267703988
Russia,RUS,2019,12803397.232863998
Russia,RUS,2020,13002387.916159201
Russia,RUS,2021,13129881.016510325
Russia,RUS,2022,13485126.365043905
Russia,RUS,2023,13890085.833479965
Russia,RUS,2024,14393534.237518005
Russia,RUS,2025,14833862.607596092
Russia,RUS,2026,15248625.658053653
Russia,RUS,2027,15574188.599306237
Russia,RUS,2028,15884627.470221266
Russia,RUS,2029,16177020.84471789
Russia,RUS,2030,16526145.419231638
San Marino,SMR,2016,0.002199618723794763
San Marino,SMR,2017,0.004517690145371189
San Marino,SMR,2018,0.007408580163874986
San Marino,SMR,2019,0.009749515487631795
San Marino,SMR,2020,0.011878969675849256
San Marino,SMR,2021,0.013435719273591553
San Marino,SMR,2022,0.01357268896426877
San Marino,SMR,2023,0.01297300505380471
San Marino,SMR,2024,0.011824474692849234
San Marino,SMR,2025,0.010329851948240137
San Marino,SMR,2026,0.008351604833981023
San Marino,SMR,2027,0.006067132331853108
San Marino,SMR,2028,0.003717974272594956
San Marino,SMR,2029,0.0013426671205255861
San Marino,SMR,2030,-0.001061304736691462
Sao Tome and Principe,STP,2016,-6309.133586910555
Sao Tome and Principe,STP,2017,-5904.444649586576
Sao Tome and Principe,STP,2018,-5834.396370691142
Sao Tome and Principe,STP,2019,-6107.55484126539
Sao Tome and Principe,STP,2020,-6401.41829737246
Sao Tome and Principe,STP,2021,-6715.519945464731
Sao Tome and Principe,STP,2022,-6975.882553493881
Sao Tome and Principe,STP,2023,-7248.690382254009
Sao Tome and Principe,STP,2024,-7525.420478329534
Sao Tome and Principe,STP,2025,-7821.30240553267
Sao Tome and Principe,STP,2026,-8136.677448450953
Sao Tome and Principe,STP,2027,-8466.260123167038
Sao Tome and Principe,STP,2028,-8814.076894853428
Sao Tome and Principe,STP,2029,-9175.394745174337
Sao Tome and Principe,STP,2030,-9547.457094227015
Senegal,SEN,2016,-1123452.0149374558
Senegal,SEN,2017,-1169627.5091031082
Senegal,SEN,2018,-1219069.8113825202
Senegal,SEN,2019,-1269991.1976588327
Senegal,SEN,2020,-1322621.922749295
Senegal,SEN,2021,-1371080.3707478934
Senegal,SEN,2022,-1416828.2608730164
Senegal,SEN,2023,-1461260.5881909325
Senegal,SEN,2024,-1504000.5497951205
Senegal,SEN,2025,-1546816.252897115
Senegal,SEN,2026,-1591691.6128912154
Senegal,SEN,2027,-1639400.3101445048
Senegal,SEN,2028,-1690919.9209297094
Senegal,SEN,2029,-1745118.698470147
Senegal,SEN,2030,-1799935.2230714096
Serbia,SRB,2016,35251.83904481527
Serbia,SRB,2017,37257.44721487585
Serbia,SRB,2018,39550.06073780519
Serbia,SRB,2019,40944.58474118874
Serbia,SRB,2020,42505.705520233736
Serbia,SRB,2021,43066.31479826685
Serbia,SRB,2022,44114.57143081247
Serbia,SRB,2023,44790.955651470606
Serbia,SRB,2024,46534.25287012107
Serbia,SRB,2025,48303.48670511914
Serbia,SRB,2026,50797.272101248804
Serbia,SRB,2027,52695.502525746575
Serbia,SRB,2028,54578.76426862666
Serbia,SRB,2029,55249.966236538836
Serbia,SRB,2030,55853.35859485729
Singapore,SGP,2016,-297.81754971109706
Singapore,SGP,2017,-272.7434363488053
Singapore,SGP,2018,-208.9744680055975
Singapore,SGP,2019,34.710034028410014
Singapore,SGP,2020,626.259185685171
Singapore,SGP,2021,1138.4489454398715
Singapore,SGP,2022,1562.474314421359
Singapore,SGP,2023,1800.999070471861
Singapore,SGP,2024,1816.31171280043
Singapore,SGP,2025,1579.9830530655076
Singapore,SGP,2026,1301.8476441164505
Singapore,SGP,2027,1068.3691075024278
Singapore,SGP,2028,1025.923248053353
Singapore,SGP,2029,1001.9155077148572
Singapore,SGP,2030,980.5896610041465
Slovenia,SVN,2016,22598.972216458656
Slovenia,SVN,2017,25681.248824992283
Slovenia,SVN,2018,28910.284137101444
Slovenia,SVN,2019,30528.344000164834
Slovenia,SVN,2020,31814.244854464232
Slovenia,SVN,2021,31718.086259306703
Slovenia,SVN,2022,31877.331881967497
Slovenia,SVN,2023,31957.7221769139
Slovenia,SVN,2024,32928.686598836466
Slovenia,SVN,2025,33996.29563091231
Slovenia,SVN,2026,35454.56375561353
Slovenia,SVN,2027,36624.56294357754
Slovenia,SVN,2028,37788.94527464277
Slovenia,SVN,2029,38495.00094617036
Slovenia,SVN,2030,39122.41519795382
Somalia,SOM,2016,-2155623.5536612635
Somalia,SOM,2017,-2244222.7830916084
Somalia,SOM,2018,-2339090.2005902464
Somalia,SOM,2019,-2436795.610507912
Somalia,SOM,2020,-2537780.814275255
Somalia,SOM,2021,-2630760.4613725226
Somalia,SOM,2022,-2718539.2255500746
Somalia,SOM,2023,-2803793.75359131
Somalia,SOM,2024,-2885801.054919325
Somalia,SOM,2025,-2967953.6852462706
Somalia,SOM,2026,-3054058.2822349616
Somalia,SOM,2027,-3145599.3450897364
Somalia,SOM,2028,-3244452.5982838785
Somalia,SOM,2029,-3348446.50268962
Somalia,SOM,2030,-3453625.709268297
South Africa,ZAF,2016,-1022341.3335930954
South Africa,ZAF,2017,-1064361.033283839
South Africa,ZAF,2018,-1109353.528358112
South Africa,ZAF,2019,-1155691.989869552
South Africa,ZAF,2020,-1203585.9497018722
South Africa,ZAF,2021,-1247683.1373805911
South Africa,ZAF,2022,-1289313.7173944532
South Africa,ZAF,2023,-1329747.135253759
South Africa,ZAF,2024,-1368640.5003135728
South Africa,ZAF,2025,-1407602.7901363932
South Africa,ZAF,2026,-1448439.3677310278
South Africa,ZAF,2027,-1491854.282231524
South Africa,ZAF,2028,-1538737.12804606
South Africa,ZAF,2029,-1588058.0156078567
South Africa,ZAF,2030,-1637941.0529950042
South Korea,KOR,2016,-249627.87407756248
South Korea,KOR,2017,-259451.1412949519
South Korea,KOR,2018,-269631.99873657525
South Korea,KOR,2019,-281061.72805145226
South Korea,KOR,2020,-292873.45492097473
South Korea,KOR,2021,-304066.1731826852
South Korea,KOR,2022,-315158.7339654182
South Korea,KOR,2023,-325966.7976236072
South Korea,KOR,2024,-336467.7560244107
South Korea,KOR,2025,-346951.9343244879
South Korea,KOR,2026,-357488.896382925
South Korea,KOR,2027,-368490.9831746833
South Korea,KOR,2028,-379799.4170989621
South Korea,KOR,2029,-391702.4514631567
South Korea,KOR,2030,-404041.1011080268
Spain,ESP,2016,2781431.632753236
Spain,ESP,2017,2991227.0008706735
Spain,ESP,2018,3173618.838247432
Spain,ESP,2019,3236293.2933571846
Spain,ESP,2020,3290665.4021692406
Spain,ESP,2021,3326099.116600088
Spain,ESP,2022,3415756.406708571
Spain,ESP,2023,3517507.3029038627
Spain,ESP,2024,3644419.294798912
Spain,ESP,2025,3756665.602518595
Spain,ESP,2026,3863079.438588146
Spain,ESP,2027,3947898.8987460854
Spain,ESP,2028,4028617.0720825177
Spain,ESP,2029,4104430.010021091
Spain,ESP,2030,4193493.464333267
Sudan,SDN,2016,-4776917.967514059
Sudan,SDN,2017,-4973256.168706412
Sudan,SDN,2018,-5183484.837998471
Sudan,SDN,2019,-5400002.572445352
Sudan,SDN,2020,-5623788.415529997
Sudan,SDN,2021,-5829833.736420037
Sudan,SDN,2022,-6024353.765232103
Sudan,SDN,2023,-6213280.020987916
Sudan,SDN,2024,-6395010.337728916
Sudan,SDN,2025,-6577062.7073186
Sudan,SDN,2026,-6767872.738013483
Sudan,SDN,2027,-6970730.118734445
Sudan,SDN,2028,-7189791.503793096
Sudan,SDN,2029,-7420244.705895027
Sudan,SDN,2030,-7653324.568499591
Suriname,SUR,2016,-164913.1107815193
Suriname,SUR,2017,-165304.6360132631
Suriname,SUR,2018,-169221.73311308288
Suriname,SUR,2019,-173616.52369559044
Suriname,SUR,2020,-179200.945158866
Suriname,SUR,2021,-186214.2649665724
Suriname,SUR,2022,-194362.69727434195
Suriname,SUR,2023,-202643.41049992468
Suriname,SUR,2024,-211348.80922711006
Suriname,SUR,2025,-220126.39156545897
Suriname,SUR,2026,-228925.15136374452
Suriname,SUR,2027,-237633.50357258174
Suriname,SUR,2028,-246122.09885421454
Suriname,SUR,2029,-254575.9910316038
Suriname,SUR,2030,-262946.4600127028
Sweden,SWE,2016,-166405.854875559
Sweden,SWE,2017,-172679.58881157712
Sweden,SWE,2018,-180165.63598413914
Sweden,SWE,2019,-189347.93091469991
Sweden,SWE,2020,-199624.09934886973
Sweden,SWE,2021,-210464.6644693214
Sweden,SWE,2022,-221539.10900259495
Sweden,SWE,2023,-232416.50950923323
Sweden,SWE,2024,-243212.3775951328
Sweden,SWE,2025,-254100.3894581466
Sweden,SWE,2026,-265156.18162841944
Sweden,SWE,2027,-276257.2455614614
Sweden,SWE,2028,-287416.25156809017
Sweden,SWE,2029,-298721.6538050211
Sweden,SWE,2030,-310177.70835337276
Switzerland,CHE,2016,106819.18495267993
Switzerland,CHE,2017,111850.71014654454
Switzerland,CHE,2018,117562.23433315483
Switzerland,CHE,2019,122586.05583316964
Switzerland,CHE,2020,127339.31739953083
Switzerland,CHE,2021,130782.93345429747
Switzerland,CHE,2022,134335.14074073033
Switzerland,CHE,2023,136678.08258040543
Switzerland,CHE,2024,140441.86312553013
Switzerland,CHE,2025,144420.4690701803
Switzerland,CHE,2026,150780.07416906807
Switzerland,CHE,2027,157100.79527038313
Switzerland,CHE,2028,164754.10826821835
Switzerland,CHE,2029,168613.56865128613
Switzerland,CHE,2030,171400.72428599908
Syria,SYR,2016,132353.88909822007
Syria,SYR,2017,139353.8282350978
Syria,SYR,2018,147527.13846726785
Syria,SYR,2019,152186.01025254326
Syria,SYR,2020,158145.2507456268
Syria,SYR,2021,159843.93970878317
Syria,SYR,2022,163970.02289272845
Syria,SYR,2023,165787.66222000017
Syria,SYR,2024,172111.3487458289
Syria,SYR,2025,177684.06618654518
Syria,SYR,2026,187163.15202230314
Syria,SYR,2027,193542.44420683663
Syria,SYR,2028,200789.08059216425
Syria,SYR,2029,202625.68150068
Syria,SYR,2030,204886.2356695495
Tanzania,TZA,2016,-10610954.83210094
Tanzania,TZA,2017,-11033862.235529281
Tanzania,TZA,2018,-11425533.931047179
Tanzania,TZA,2019,-11867922.559095003
Tanzania,TZA,2020,-12374281.72373174
Tanzania,TZA,2021,-12820964.288232714
Tanzania,TZA,2022,-13279498.271087287
Tanzania,TZA,2023,-13740027.857872207
Tanzania,TZA,2024,-14175003.4619993
Tanzania,TZA,2025,-14617453.832834935
Tanzania,TZA,2026,-15060179.414440982
Tanzania,TZA,2027,-15518279.506975964
Tanzania,TZA,2028,-15986898.579440663
Tanzania,TZA,2029,-16479146.28510731
Tanzania,TZA,2030,-16991080.866079822
Thailand,THA,2016,923767.6449537206
Thailand,THA,2017,1031914.3135239533
Thailand,THA,2018,1133832.326760875
Thailand,THA,2019,1186223.5958842707
Thailand,THA,2020,1225102.9479389694
Thailand,THA,2021,1249893.5267628771
Thailand,THA,2022,1288020.0351047372
Thailand,THA,2023,1332429.0998959208
Thailand,THA,2024,1386139.2192225256
Thailand,THA,2025,1440252.130580113
Thailand,THA,2026,1493357.29316303
Thailand,THA,2027,1541418.2584770797
Thailand,THA,2028,1587242.278126193
Thailand,THA,2029,1631690.4426759928
Thailand,THA,2030,1678054.2915458218
Togo,TGO,2016,-128116.47268126607
Togo,TGO,2017,-132823.0700930365
Togo,TGO,2018,-137507.39514797693
Togo,TGO,2019,-141992.89673400385
Togo,TGO,2020,-145588.9014095189
Togo,TGO,2021,-149475.64584158393
Togo,TGO,2022,-153292.48255788116
Togo,TGO,2023,-157497.6989089496
Togo,TGO,2024,-161805.81929586508
Togo,TGO,2025,-166225.9602639046
Togo,TGO,2026,-170645.26069904317
Togo,TGO,2027,-175043.25625974603
Togo,TGO,2028,-179619.53864491175
Togo,TGO,2029,-184273.68310059508
Togo,TGO,2030,-188918.78479091963
Tokelau,TKL,2016,0.002199618723794763
Tokelau,TKL,2017,0.004517690145371189
Tokelau,TKL,2018,0.007408580163874986
Tokelau,TKL,2019,0.009749515487631795
Tokelau,TKL,2020,0.011878969675849256
Tokelau,TKL,2021,0.013435719273591553
Tokelau,TKL,2022,0.01357268896426877
Tokelau,TKL,2023,0.01297300505380471
Tokelau,TKL,2024,0.011824474692849234
Tokelau,TKL,2025,0.010329851948240137
Tokelau,TKL,2026,0.008351604833981023
Tokelau,TKL,2027,0.006067132331853108
Tokelau,TKL,2028,0.003717974272594956
Tokelau,TKL,2029,0.0013426671205255861
Tokelau,TKL,2030,-0.001061304736691462
Tunisia,TUN,2016,54033.728865934405
Tunisia,TUN,2017,56736.731319911254
Tunisia,TUN,2018,59991.57048011626
Tunisia,TUN,2019,61960.49801350737
Tunisia,TUN,2020,64477.36564468726
Tunisia,TUN,2021,65315.34849566141
Tunisia,TUN,2022,67104.03727978797
Tunisia,TUN,2023,67880.94614709856
Tunisia,TUN,2024,70448.19716063574
Tunisia,TUN,2025,72646.08150889237
Tunisia,TUN,2026,76461.68308639748
Tunisia,TUN,2027,78996.54198215783
Tunisia,TUN,2028,81990.12469610033
Tunisia,TUN,2029,82779.03220716355
Tunisia,TUN,2030,83857.93833516812
Turkey,TUR,2016,2361858.0976396687
Turkey,TUR,2017,2464565.7491501328
Turkey,TUR,2018,2485403.0967784245
Turkey,TUR,2019,2622118.7205948513
Turkey,TUR,2020,2722638.1393222455
Turkey,TUR,2021,2928061.0665941844
Turkey,TUR,2022,3024209.9526743423
Turkey,TUR,2023,3157818.141271863
Turkey,TUR,2024,3152794.208395495
Turkey,TUR,2025,3205548.6235861555
Turkey,TUR,2026,3168995.035341455
Turkey,TUR,2027,3272519.2658227654
Turkey,TUR,2028,3365654.0858269315
Turkey,TUR,2029,3626157.984728816
Turkey,TUR,2030,3814841.8148396853
Uganda,UGA,2016,-1158559.890404251
Uganda,UGA,2017,-1206178.3687625797
Uganda,UGA,2018,-1257165.7429882234
Uganda,UGA,2019,-1309678.4225856704
Uganda,UGA,2020,-1363953.85783521
Uganda,UGA,2021,-1413926.6323337639
Uganda,UGA,2022,-1461104.1440253067
Uganda,UGA,2023,-1506924.9815719058
Uganda,UGA,2024,-1551000.5669762236
Uganda,UGA,2025,-1595154.2608001558
Uganda,UGA,2026,-1641431.9757940657
Uganda,UGA,2027,-1690631.5698365197
Uganda,UGA,2028,-1743761.1684587565
Uganda,UGA,2029,-1799653.6577973347
Uganda,UGA,2030,-1856183.1987923826
Ukraine,UKR,2016,235583.50270452877
Ukraine,UKR,2017,235922.5423418479
Ukraine,UKR,2018,238021.94980341487
Ukraine,UKR,2019,252775.0102291401
Ukraine,UKR,2020,268865.11021895614
Ukraine,UKR,2021,289539.43734299036
Ukraine,UKR,2022,304111.95081509877
Ukraine,UKR,2023,316585.28963495395
Ukraine,UKR,2024,320813.0493318063
Ukraine,UKR,2025,325230.0473808068
Ukraine,UKR,2026,326111.4301053134
Ukraine,UKR,2027,333739.52550413256
Ukraine,UKR,2028,344912.3741364274
Ukraine,UKR,2029,365862.4394012905
Ukraine,UKR,2030,389713.642840629
United Kingdom,GBR,2016,371106.16473112913
United Kingdom,GBR,2017,383486.3018013848
United Kingdom,GBR,2018,379133.61425807024
United Kingdom,GBR,2019,397351.37314580625
United Kingdom,GBR,2020,412897.9452103913
United Kingdom,GBR,2021,450495.3842519936
United Kingdom,GBR,2022,467581.4296939152
United Kingdom,GBR,2023,487949.1920693113
United Kingdom,GBR,2024,483759.7728362824
United Kingdom,GBR,2025,486965.0387353661
United Kingdom,GBR,2026,478231.5812623606
United Kingdom,GBR,2027,494046.2817968311
United Kingdom,GBR,2028,510773.5563384144
United Kingdom,GBR,2029,551211.5238713995
United Kingdom,GBR,2030,584651.6498532387
United States,USA,2016,9356078.333021667
United States,USA,2017,9928500.646143485
United States,USA,2018,10588064.274636613
United States,USA,2019,10994879.612018116
United States,USA,2020,11463137.724333674
United States,USA,2021,11651470.286406877
United States,USA,2022,11983587.978610665
United States,USA,2023,12202086.563792676
United States,USA,2024,12716749.114516752
United States,USA,2025,13223361.64207403
United States,USA,2026,13923635.358006625
United States,USA,2027,14480389.52038787
United States,USA,2028,15046952.417839997
United States,USA,2029,15310793.339148384
United States,USA,2030,15547997.41182206
Uruguay,URY,2016,1024214.3242728629
Uruguay,URY,2017,1067238.9731850927
Uruguay,URY,2018,1109309.6087576328
Uruguay,URY,2019,1173729.8028064305
Uruguay,URY,2020,1215081.2980332754
Uruguay,URY,2021,1269309.606448338
Uruguay,URY,2022,1287174.6029002967
Uruguay,URY,2023,1323713.5952625617
Uruguay,URY,2024,1331856.5141309255
Uruguay,URY,2025,1377151.8202300994
Uruguay,URY,2026,1408993.5053787068
Uruguay,URY,2027,1489984.7665544
Uruguay,URY,2028,1543239.4542835266
Uruguay,URY,2029,1621757.009694737
Uruguay,URY,2030,1649185.6053057415
Uzbekistan,UZB,2016,1071051.3270100371
Uzbekistan,UZB,2017,1122357.4439898948
Uzbekistan,UZB,2018,1187158.3368138094
Uzbekistan,UZB,2019,1233580.574413749
Uzbekistan,UZB,2020,1284719.1693823163
Uzbekistan,UZB,2021,1309337.3195702087
Uzbekistan,UZB,2022,1345444.753047832
Uzbekistan,UZB,2023,1364462.1499231725
Uzbekistan,UZB,2024,1412630.6230733916
Uzbekistan,UZB,2025,1457878.799972809
Uzbekistan,UZB,2026,1531255.3894695602
Uzbekistan,UZB,2027,1588960.8068007473
Uzbekistan,UZB,2028,1655574.528425996
Uzbekistan,UZB,2029,1687711.0035797497
Uzbekistan,UZB,2030,1718255.4004351308
Vatican,VAT,2016,0.002199618723794763
Vatican,VAT,2017,0.004517690145371189
Vatican,VAT,2018,0.007408580163874986
Vatican,VAT,2019,0.009749515487631795
Vatican,VAT,2020,0.011878969675849256
Vatican,VAT,2021,0.013435719273591553
Vatican,VAT,2022,0.01357268896426877
Vatican,VAT,2023,0.01297300505380471
Vatican,VAT,2024,0.011824474692849234
Vatican,VAT,2025,0.010329851948240137
Vatican,VAT,2026,0.008351604833981023
Vatican,VAT,2027,0.006067132331853108
Vatican,VAT,2028,0.003717974272594956
Vatican,VAT,2029,0.0013426671205255861
Vatican,VAT,2030,-0.001061304736691462
Venezuela,VEN,2016,-5357531.162464926
Venezuela,VEN,2017,-5577875.634696497
Venezuela,VEN,2018,-5810155.756264809
Venezuela,VEN,2019,-6042300.810974467
Venezuela,VEN,2020,-6220202.581331217
Venezuela,VEN,2021,-6404242.418533694
Venezuela,VEN,2022,-6577423.8380387565
Venezuela,VEN,2023,-6764490.227143148
Venezuela,VEN,2024,-6954079.136753119
Venezuela,VEN,2025,-7159908.5567970015
Venezuela,VEN,2026,-7372347.366586833
Venezuela,VEN,2027,-7592924.218736174
Venezuela,VEN,2028,-7813082.080838902
Venezuela,VEN,2029,-8033681.8340668455
Venezuela,VEN,2030,-8253400.188353763
Vietnam,VNM,2016,4779555.142505782
Vietnam,VNM,2017,5038892.124036615
Vietnam,VNM,2018,5335459.704723597
Vietnam,VNM,2019,5513394.664632548
Vietnam,VNM,2020,5712637.246378542
Vietnam,VNM,2021,5771080.339566184
Vietnam,VNM,2022,5892751.241250171
Vietnam,VNM,2023,5953624.518001794
Vietnam,VNM,2024,6161601.327274701
Vietnam,VNM,2025,6370046.056911766
Vietnam,VNM,2026,6711097.632632946
Vietnam,VNM,2027,6966434.235127107
